Booking ID,Customer ID,Booking Date,Check-in Date,Check-out Date,Booking Platform,Payment Method,Loyalty Membership Status,Room Type,Booking Amount,Discount Applied,Cancellation Status
BK00431,CUST5825,2024-02-19,2024-03-11,2024-03-13,Mobile App,Bank Transfer,Non-Member,Presidential Suite,162.49,20,Yes
BK00432,CUST1403,2024-03-15,2024-04-03,2024-04-11,Third-Party OTA,Bank Transfer,Silver,Presidential Suite,854.05,0,No
BK00433,CUST3989,2024-03-12,2024-04-08,2024-04-09,Website,PayPal,Titanium,Standard,656.87,10,Yes
BK00434,CUST2774,2024-03-17,2024-03-18,2024-03-24,Website,Points Redemption,Gold,Deluxe,433.43,25,No
BK00435,CUST8720,2024-01-25,2024-02-11,2024-02-14,Mobile App,Bank Transfer,Titanium,Deluxe,1457.62,15,No
BK00436,CUST1873,2024-03-20,2024-04-05,2024-04-15,Website,Bank Transfer,Titanium,Standard,1081.78,0,Yes
BK00437,CUST8478,2024-03-29,2024-04-28,2024-05-01,Website,PayPal,Gold,Standard,807.95,20,Yes
BK00438,CUST2372,2024-02-02,2024-03-01,2024-03-07,Third-Party OTA,PayPal,Silver,Suite,1020.14,20,No
BK00439,CUST6477,2024-01-08,2024-02-06,2024-02-13,Website,Credit Card,Silver,Deluxe,299.29,20,Yes
BK00440,CUST2322,2024-03-23,2024-04-17,2024-04-22,Mobile App,Credit Card,Non-Member,Suite,658.26,10,No
BK00441,CUST4101,2024-03-24,2024-03-27,2024-03-29,Mobile App,Bank Transfer,Platinum,Standard,884.22,20,No
BK00442,CUST1987,2024-02-14,2024-03-12,2024-03-14,Website,Credit Card,Titanium,Standard,943.16,25,Yes
BK00443,CUST7540,2024-03-01,2024-03-10,2024-03-16,Mobile App,Credit Card,Gold,Presidential Suite,613.9,0,Yes
BK00444,CUST5804,2024-03-23,2024-04-14,2024-04-24,Mobile App,PayPal,Titanium,Presidential Suite,165.46,10,Yes
BK00445,CUST2037,2024-03-06,2024-03-10,2024-03-14,Website,Points Redemption,Titanium,Presidential Suite,476.04,25,Yes
BK00446,CUST6399,2024-03-20,2024-03-21,2024-03-29,Website,Credit Card,Gold,Presidential Suite,818.79,25,No
BK00447,CUST2088,2024-03-14,2024-03-16,2024-03-22,Mobile App,PayPal,Ambassador,Presidential Suite,723.36,25,No
BK00448,CUST9608,2024-03-01,2024-03-05,2024-03-14,Website,PayPal,Ambassador,Standard,774.18,0,Yes
BK00449,CUST3909,2024-02-03,2024-02-17,2024-02-19,Mobile App,Points Redemption,Platinum,Presidential Suite,1277.86,25,Yes
BK00450,CUST1444,2024-03-13,2024-04-03,2024-04-09,Website,Bank Transfer,Platinum,Deluxe,1235.36,15,Yes
BK00451,CUST8385,2024-03-01,2024-03-29,2024-04-07,Third-Party OTA,Credit Card,Gold,Presidential Suite,981.31,15,No
BK00452,CUST7698,2024-03-18,2024-04-10,2024-04-14,Third-Party OTA,PayPal,Titanium,Suite,1156.96,5,No
BK00453,CUST3429,2024-01-23,2024-02-01,2024-02-09,Website,Points Redemption,Platinum,Suite,1382.96,25,No
BK00454,CUST4243,2024-02-25,2024-03-13,2024-03-20,Third-Party OTA,PayPal,Platinum,Deluxe,1151.8,25,Yes
BK00455,CUST1269,2024-02-08,2024-02-11,2024-02-17,Third-Party OTA,Credit Card,Non-Member,Standard,377.89,5,Yes
BK00456,CUST7832,2024-02-02,2024-02-04,2024-02-12,Website,Points Redemption,Gold,Deluxe,554.23,25,Yes
BK00457,CUST4412,2024-01-29,2024-02-20,2024-02-23,Mobile App,Points Redemption,Gold,Suite,146.7,20,Yes
BK00458,CUST7063,2024-03-14,2024-04-07,2024-04-09,Mobile App,Bank Transfer,Silver,Deluxe,573.12,10,Yes
BK00459,CUST9880,2024-02-27,2024-03-27,2024-03-31,Third-Party OTA,Bank Transfer,Platinum,Standard,327.71,20,No
BK00460,CUST8149,2024-03-29,2024-04-09,2024-04-15,Mobile App,Credit Card,Ambassador,Suite,366.1,5,No
BK00461,CUST7260,2024-03-07,2024-03-20,2024-03-25,Mobile App,PayPal,Titanium,Deluxe,1219.48,5,No
BK00462,CUST5508,2024-03-30,2024-04-06,2024-04-08,Mobile App,Bank Transfer,Platinum,Suite,1117.27,20,Yes
BK00463,CUST1730,2024-02-21,2024-03-05,2024-03-10,Website,Bank Transfer,Non-Member,Presidential Suite,769.16,25,No
BK00464,CUST1556,2024-02-14,2024-02-22,2024-03-03,Website,PayPal,Titanium,Standard,580.37,0,Yes
BK00465,CUST8976,2024-03-19,2024-04-03,2024-04-11,Website,Points Redemption,Platinum,Deluxe,621.34,15,No
BK00466,CUST1687,2024-01-15,2024-01-19,2024-01-28,Website,Bank Transfer,Gold,Deluxe,499.21,25,Yes
BK00467,CUST5145,2024-01-02,2024-01-26,2024-01-31,Third-Party OTA,Points Redemption,Platinum,Suite,162.11,10,No
BK00468,CUST1680,2024-03-28,2024-04-23,2024-04-26,Mobile App,Bank Transfer,Silver,Standard,1319.58,0,Yes
BK00469,CUST1514,2024-01-29,2024-02-27,2024-03-02,Mobile App,Bank Transfer,Silver,Deluxe,1288.57,10,No
BK00470,CUST7329,2024-03-04,2024-03-27,2024-04-02,Website,Points Redemption,Gold,Presidential Suite,942.17,20,Yes
BK00471,CUST4517,2024-03-26,2024-04-06,2024-04-15,Third-Party OTA,Points Redemption,Non-Member,Standard,628.12,20,Yes
BK00472,CUST2632,2024-03-21,2024-03-29,2024-03-30,Third-Party OTA,PayPal,Non-Member,Standard,969.75,0,Yes
BK00473,CUST1995,2024-01-21,2024-01-29,2024-02-03,Third-Party OTA,Bank Transfer,Gold,Suite,1300.13,25,No
BK00474,CUST6571,2024-03-08,2024-03-11,2024-03-15,Website,Points Redemption,Platinum,Standard,1406.38,20,No
BK00475,CUST1076,2024-02-27,2024-03-22,2024-03-30,Website,PayPal,Titanium,Deluxe,214.03,15,Yes
BK00476,CUST1758,2024-02-12,2024-02-28,2024-03-07,Website,Points Redemption,Platinum,Deluxe,391.74,10,No
BK00477,CUST4778,2024-02-26,2024-03-01,2024-03-04,Third-Party OTA,Bank Transfer,Non-Member,Suite,448.54,0,Yes
BK00478,CUST5291,2024-03-04,2024-03-25,2024-03-29,Website,Credit Card,Silver,Deluxe,246.67,0,No
BK00479,CUST9579,2024-03-19,2024-03-22,2024-03-27,Third-Party OTA,Points Redemption,Titanium,Deluxe,585.84,10,No
BK00480,CUST8106,2024-02-14,2024-03-13,2024-03-18,Mobile App,Credit Card,Silver,Deluxe,1238.1,10,Yes
BK00481,CUST1954,2024-02-06,2024-02-11,2024-02-17,Mobile App,Points Redemption,Titanium,Standard,1306.64,20,Yes
BK00482,CUST1043,2024-03-07,2024-04-03,2024-04-12,Third-Party OTA,PayPal,Platinum,Standard,1471.45,0,No
BK00483,CUST6566,2024-03-03,2024-03-05,2024-03-06,Mobile App,Points Redemption,Silver,Presidential Suite,1481.15,5,No
BK00484,CUST7326,2024-02-23,2024-03-24,2024-04-03,Third-Party OTA,Points Redemption,Platinum,Presidential Suite,143.15,10,Yes
BK00485,CUST3437,2024-02-03,2024-02-04,2024-02-14,Third-Party OTA,Credit Card,Platinum,Standard,736.76,25,No
BK00486,CUST5529,2024-03-01,2024-03-28,2024-04-07,Website,Points Redemption,Silver,Presidential Suite,1432.71,15,Yes
BK00487,CUST1590,2024-01-28,2024-02-13,2024-02-14,Third-Party OTA,PayPal,Platinum,Standard,1043.84,15,Yes
BK00488,CUST1770,2024-01-19,2024-01-27,2024-02-02,Website,Bank Transfer,Ambassador,Suite,1030.62,15,Yes
BK00489,CUST2542,2024-03-19,2024-04-12,2024-04-21,Third-Party OTA,Credit Card,Ambassador,Standard,331.14,5,Yes
BK00490,CUST7884,2024-03-02,2024-03-29,2024-04-04,Mobile App,Points Redemption,Non-Member,Presidential Suite,1093.97,25,Yes
BK00491,CUST7770,2024-01-31,2024-02-13,2024-02-22,Website,Bank Transfer,Platinum,Suite,613.37,5,No
BK00492,CUST9209,2024-02-13,2024-03-02,2024-03-10,Third-Party OTA,Credit Card,Non-Member,Deluxe,538.93,10,No
BK00493,CUST3369,2024-01-17,2024-02-13,2024-02-16,Mobile App,Bank Transfer,Non-Member,Deluxe,244.81,20,No
BK00494,CUST2398,2024-03-30,2024-04-11,2024-04-16,Mobile App,Bank Transfer,Platinum,Presidential Suite,1329.28,15,No
BK00495,CUST1000,2024-02-05,2024-02-28,2024-03-07,Third-Party OTA,PayPal,Silver,Suite,792.43,5,No
BK00496,CUST7935,2024-02-22,2024-03-06,2024-03-12,Website,PayPal,Titanium,Suite,540.81,10,No
BK00497,CUST3145,2024-03-11,2024-03-23,2024-03-26,Third-Party OTA,PayPal,Silver,Suite,202.87,25,No
BK00498,CUST2282,2024-02-10,2024-02-25,2024-03-06,Mobile App,Bank Transfer,Ambassador,Suite,1082.78,15,No
BK00499,CUST3890,2024-01-19,2024-01-29,2024-02-06,Website,PayPal,Ambassador,Presidential Suite,412.0,5,No
BK00500,CUST1035,2024-02-03,2024-02-10,2024-02-16,Website,PayPal,Ambassador,Suite,1152.3,15,Yes
